timestamp_sec,pos_x,pos_y,ori_w
1747779381.002031326,7.395192805201356,9.106678746879616,0.021985511430465655
1747779381.109750271,7.398396017333278,9.099220733290458,0.02307884123044418
1747779381.135370731,7.39581999795606,9.098061526890055,0.022108178133414792
1747779381.157326460,7.396833425691086,9.093804597860844,0.022867877276815957
1747779381.191773176,7.392595156077046,9.091145882094063,0.023117059898911482
1747779381.229289532,7.396296138232837,9.092923003087954,0.02354434995602347
1747779381.272255898,7.396781272261092,9.096985444911848,0.02295145239212348
1747779381.315941334,7.394758011678811,9.095000068500884,0.023492996824110716
1747779381.357336283,7.3942455654960115,9.0922743877716,0.02237711320679499
1747779381.650311470,7.397517266058963,9.096095240104738,0.022365986257749552
1747779381.711229086,7.39685196433009,9.09811013039258,0.02244876249045576
1747779381.744585276,7.401403465848869,9.103397491424348,0.022780036405232715
1747779381.798573494,7.399439357774057,9.104605852766237,0.022245379929933817
1747779381.842472315,7.397205640147433,9.10870519909628,0.022415786062560908
1747779382.138834953,7.383947475812827,9.100487964532636,0.02047843830919391
1747779382.176474333,7.387826850630182,9.099473628170543,0.02148565458224025
1747779382.213002205,7.386166258329961,9.09934794520672,0.021977844661418163
1747779382.246436357,7.383914115846229,9.099807216789364,0.02147386547799284
1747779382.283114195,7.389130910114777,9.101566524147602,0.020844455444702096
1747779382.440644264,7.3956045021490215,9.094999727827666,0.023075951330409787
1747779382.493698120,7.399184170635599,9.090430951459291,0.0225516313949399
1747779382.543477535,7.396684759976273,9.092000427384136,0.024365059633796073
1747779382.590090752,7.397756433919422,9.094676548616892,0.016668407340538968
1747779382.674492121,7.394922421604439,9.097742200779356,0.015668112260965886
1747779382.848861456,7.386860868557817,9.09686074401839,0.022742764555651922
1747779382.888634205,7.385285220185857,9.094209172748833,0.02350524627504554
1747779382.935417175,7.38443770144522,9.095166303931613,0.023051268113098364
1747779382.973033428,7.387290476911148,9.095611132040402,0.02272391544882289
1747779383.009419918,7.390727537093188,9.096557828474559,0.023852393023938195
1747779383.038787365,7.3996432204813996,9.094073637786607,0.023624400979716426
1747779383.083518744,7.397105841566262,9.09206995827734,0.024621986503317237
1747779383.124274492,7.399134090417322,9.09364995348394,0.024425070557206465
1747779383.176140547,7.3954991163282084,9.092258743799011,0.023979037952183306
1747779383.216596365,7.39229572487412,9.093219491264211,0.023149665979106438
1747779383.254581690,7.391845129027433,9.088833790781983,0.024345933765218528
1747779383.297031641,7.396390181143556,9.088776254784461,0.025151208014063668
1747779383.334579706,7.395128831056662,9.091083225898068,0.02458160693552209
1747779383.374528408,7.397980524361718,9.092110176360864,0.023744132990266356
1747779383.413020849,7.399160684269059,9.091021656570812,0.024528405083495405
1747779383.455641747,7.400473536958281,9.092841138597745,0.024815682418041267
1747779383.513963223,7.402723495725008,9.093628809156051,0.02441511660562961
1747779383.549643755,7.395298881661297,9.092592901842991,0.024646521011004414
1747779383.581455231,7.390075042868403,9.097578203256568,0.023015213574016632
1747779383.641674280,7.3980745483179735,9.094867791161326,0.023336634976815526
1747779383.702680111,7.391865521644442,9.094745208842795,0.02345939447820362
1747779383.815475225,7.392247061372652,9.091445274954788,0.02238124348687745
1747779383.896924973,7.398913907610217,9.09117814578272,0.023723396514509918
1747779383.941742420,7.390386270765419,9.095012555992449,0.022063658934513102
1747779384.006780863,7.388400793856125,9.094989656003646,0.02284957607221197
1747779384.054245472,7.387840627619477,9.100126099685399,0.023311590296289663
1747779384.143576622,7.387439696066462,9.098081054324997,0.022742090055466426
1747779384.327611446,7.384200031949211,9.103789765173024,0.022829565014814136
1747779384.397928238,7.379284043411152,9.105824665971843,0.02236207978939113
1747779384.441382885,7.382395640826539,9.10540638416293,0.0228266864941892
1747779384.493608952,7.386174548992523,9.103601192773244,0.022884812080982708
1747779384.549171209,7.3892055461464565,9.100554406546147,0.02372668349863282
1747779384.738010406,7.384181746350308,9.098732202154734,0.02282224484396056
1747779384.784250021,7.380497541422014,9.102572937181217,0.022463319066647267
1747779384.837314367,7.376032210457926,9.099342422761815,0.022829663647487407
1747779384.883980751,7.37556998753131,9.098262773326333,0.02164008329985596
1747779384.934769630,7.375834051476594,9.096384759035395,0.021513674193994844
1747779384.980055809,7.373786467672699,9.095154060404983,0.02205388230317993
1747779385.013535976,7.37670459913817,9.096141804517076,0.022354621476061987
1747779385.046771526,7.378059776677588,9.09368818159829,0.021078964101240813
1747779385.083357334,7.380950489960638,9.093313771033616,0.02160219358251537
1747779385.133086681,7.382689124279351,9.09499332078565,0.021329160495187592
1747779385.174204350,7.381766449870352,9.09099119633409,0.022810241309212862
1747779385.221934080,7.391567469789567,9.086487852067041,0.022927030161905265
1747779385.278006315,7.392475945130908,9.088751398010738,0.02374563619072916
1747779385.340133905,7.393179328612963,9.088506192467852,0.02414511072656224
1747779385.406027317,7.388921274968944,9.09059908328898,0.02359730886703144
1747779385.464055538,7.383226755412695,9.088742623234893,0.023951990088272226
1747779385.521772861,7.382066455370305,9.090945020479275,0.02327624262937177
1747779385.553004026,7.387631020694403,9.093655020107196,0.02334933745546804
1747779385.587695837,7.385591021135045,9.093906012058184,0.02311081792126809
1747779385.630191565,7.386702491356289,9.097666390153849,0.023020070378793372
1747779385.754059553,7.380668095213622,9.102369076995664,0.02236750071471866
1747779385.819689989,7.377570922826744,9.103544531489147,0.02246298512664908
1747779385.865833044,7.375977825130384,9.102298128413004,0.02248343140683121
1747779385.913331747,7.378124215093549,9.097397599880532,0.023336270518115675
1747779385.998849869,7.369065559683496,9.095636224506258,0.022549490279783934
1747779386.038105011,7.37523417718106,9.097397605221051,0.02405347405287785
1747779386.071756601,7.385329949004019,9.092643971679614,0.024252310652491005
1747779386.111438513,7.3850055603263485,9.087721664074783,0.024460628820318745
1747779386.153042793,7.380295966432592,9.086324476912637,0.023617759034799995
1747779386.259885788,7.378216603666754,9.089459562003166,0.023428917900487255
1747779386.348752737,7.3824330275846215,9.091641622968426,0.021363497103194417
1747779386.427994967,7.38717757249679,9.089100656918035,0.02209637055013553
1747779386.502311945,7.38903506385266,9.088065876905715,0.022255637507165242
1747779386.605148077,7.386709050677357,9.092384953089585,0.02255387054082505
1747779386.667639256,7.386636606298987,9.093087525724114,0.02229349030292195
1747779386.737166166,7.390096968979034,9.101771665184133,0.02214347482140905
1747779386.776913404,7.390477785121075,9.101510053084363,0.022585455538563035
1747779386.838669300,7.388493451551569,9.111497972716469,0.02174239888737125
1747779386.885329485,7.387184899892388,9.107764436964654,0.021161521958421744
1747779386.928134441,7.390825443710359,9.112263972857702,0.021940425770354134
1747779387.015224457,7.386735220437508,9.111904201302423,0.021539529690957206
1747779387.047269821,7.386021605218183,9.10842778041094,0.022003960963814784
1747779387.103109598,7.38476155472912,9.11142299412362,0.021467462809793277
1747779387.139293909,7.391954689994196,9.112611588665219,0.021947458139868373
1747779387.171548128,7.394003664948048,9.110828095344928,0.02183466070681126
1747779387.197373867,7.391848909850351,9.11376426329714,0.021960713086302583
1747779387.245315552,7.387222016691741,9.115083025183123,0.02179477723295002
1747779387.288742065,7.389363412811428,9.114099235893175,0.021887376414227996
1747779387.323545218,7.386569958667627,9.11553587087604,0.022334320363922786
1747779387.364942312,7.384703952549359,9.116490913055031,0.02042599439330716
1747779387.416547537,7.383448426544644,9.117442291000991,0.021275770801926608
1747779387.511471987,7.382049838615352,9.118636692388705,0.02160051661676371
1747779387.570001841,7.380093102125035,9.12275681096387,0.02141207297304683
1747779387.614942551,7.3810714846053855,9.12915538738942,0.021500532414926398
1747779387.685310364,7.374985449597025,9.129698884582842,0.020663455689164133
1747779387.790842533,7.378060436725189,9.12341344932911,0.020366521467819407
1747779387.836487293,7.373477352575909,9.121853996531035,0.02053419551832468
1747779387.886745453,7.3758992146574105,9.124842807836792,0.020437928111094246
1747779387.955266714,7.370121280822951,9.12846388242414,0.02020655042952134
1747779388.016988754,7.367785292165113,9.131471655164972,0.019557881756829522
1747779388.227709055,7.377670596695899,9.116411121108156,0.02134533695113507
1747779388.287518501,7.376800281638404,9.115386086764039,0.021052543454643007
1747779388.333846569,7.3749802951869405,9.11887714972162,0.020387645905089725
1747779388.394669056,7.380739975931263,9.119308611395237,0.021496954210365165
1747779388.451141596,7.3793424727377674,9.122196335484457,0.021178233005326303
1747779388.717139244,7.377827448981728,9.126392308749821,0.0207955645049242
1747779388.744797230,7.380240255374528,9.124345005012788,0.01976710126988634
1747779388.777433872,7.378344170688301,9.123106925017403,0.020598731506945446
1747779388.810288429,7.385348276630936,9.120343421969773,0.02082606775007877
1747779388.842821360,7.375681780197077,9.119874801511568,0.020669616633744694
1747779389.017477512,7.370648938443849,9.121972906284414,0.02078575474674623
1747779389.056620121,7.3714356740220754,9.119096714259225,0.020437559400693427
1747779389.106830120,7.3713804120583895,9.123740985375818,0.01974379302842533
1747779389.144974470,7.371700111915316,9.123858777627355,0.02159319351106638
1747779389.176101685,7.378087955890303,9.122534045259536,0.02044184440799963
1747779389.213013887,7.377936815845228,9.122338985730575,0.02006941599024444
1747779389.251611710,7.3781174316240214,9.122934832418824,0.020115318847037558
1747779389.298279762,7.390968194178762,9.11743308360251,0.022163536632936968
1747779389.341065407,7.3895793279711475,9.115230413679955,0.021686623373898872
1747779389.381484985,7.386102047854852,9.111119688604033,0.022365040926689235
1747779389.619274855,7.3861058414912355,9.116792205412676,0.02160094266839176
1747779389.666671753,7.38679346013883,9.114412539510132,0.021895703826336863
1747779389.704821825,7.387683004163405,9.112291082089664,0.024026234849079904
1747779389.756841898,7.3881583248290745,9.119564479511258,0.023546170161856145
1747779389.792123079,7.384659339969249,9.122977390473213,0.022994475343397387
1747779390.047146797,7.383250902160382,9.115658067930433,0.023109400391890952
1747779390.081756353,7.383288343882973,9.11959592404489,0.021970144289958502
1747779390.130082607,7.382403700692868,9.117728905954396,0.02288229562863489
1747779390.162675619,7.382845679623733,9.122276711447093,0.022197407590811513
1747779390.197619200,7.384085358786923,9.124649348486596,0.022386783688107426
1747779390.232469320,7.382704387054714,9.124013176842277,0.02201217521787248
1747779390.262017488,7.381076047658741,9.125005193694815,0.021922386381206003
1747779390.308314085,7.387394928434836,9.119803247517266,0.020255200902882586
1747779390.337540150,7.38657809588395,9.119764286557363,0.020780142890271656
1747779390.393587112,7.380381151099947,9.113255899903042,0.020932083578289216
1747779390.498719454,7.384775994186009,9.095306671785384,0.02389034763098381
1747779390.565978050,7.387581308504794,9.086834264966523,0.030086398339454336
1747779390.621446133,7.394068106713558,9.079076248052516,0.03466413091920543
1747779390.703135967,7.400544547600612,9.068210985803526,0.036981093685507595
1747779390.759131670,7.408885958281394,9.058104009585948,0.038821727504630414
1747779390.840351582,7.415598190977999,9.046140971134369,0.04192506213003331
1747779390.883113623,7.417868827606403,9.034274607464358,0.043162367716490936
1747779390.912746668,7.423165597837637,9.027567343455365,0.04679836123358796
1747779390.945537567,7.426056309805142,9.022060195108892,0.04767018535657051
1747779390.989752531,7.431874852600676,9.019872591619663,0.050553680680284464
1747779391.051275730,7.441579044930319,9.015832735185157,0.05400869505599821
1747779391.117346525,7.446557763271299,9.011872907364877,0.062234949186195744
1747779391.167431116,7.449571923764546,9.015449997667666,0.06575647059046223
1747779391.218730450,7.4556975695333225,9.01985673208842,0.06783268415841032
1747779391.274813652,7.45825942239821,9.022500344818617,0.0668834253483433
1747779391.309474945,7.456821663638072,9.024819338349257,0.06561412846879444
1747779391.346566916,7.460278289895314,9.024321735058061,0.06571574061371203
1747779391.416563034,7.45775566512905,9.025527707538842,0.06345589901696146
1747779391.470931768,7.45146615082841,9.025734737261066,0.06232373368552222
1747779391.546474695,7.455372528546258,9.017661379752775,0.06958845557416574
1747779391.603245020,7.449294667750912,9.01281505861174,0.06862801075534365
1747779391.651847839,7.436918486272392,9.008328516514757,0.05417059175231698
1747779391.710847139,7.421799562099213,9.004439644217854,0.04433830347152398
1747779391.793721199,7.405819296461372,8.997839873149282,0.03685278212431292
1747779391.842365742,7.387513431372311,8.991022096274431,0.025092404905856177
1747779391.887379408,7.376326868488873,8.982919835036409,0.024078281161873466
1747779391.925941229,7.358304157125404,8.975771753892163,0.022592048220168453
1747779391.981281757,7.343048558074962,8.969364695134743,0.01126275920229824
