pose_timestamp_sec
1747779381.002031
1747779381.1097503
1747779381.1353707
1747779381.1573265
1747779381.1917732
1747779381.2292895
1747779381.272256
1747779381.315941
1747779381.3573363
1747779381.6503115
1747779381.711229
1747779381.7445853
1747779381.7985735
1747779381.8424723
1747779382.1388347
1747779382.1764743
1747779382.2130022
1747779382.2464364
1747779382.283114
1747779382.4406443
1747779382.493698
1747779382.5434775
1747779382.5900908
1747779382.674492
1747779382.8488615
1747779382.8886342
1747779382.9354172
1747779382.9730334
1747779383.00942
1747779383.0387871
1747779383.0835187
1747779383.1242745
1747779383.1761403
1747779383.2165964
1747779383.2545817
1747779383.2970316
1747779383.3345797
1747779383.3745284
1747779383.4130208
1747779383.4556415
1747779383.5139632
1747779383.5496435
1747779383.5814552
1747779383.6416743
1747779383.70268
1747779383.8154752
1747779383.8969247
1747779383.9417424
1747779384.0067809
1747779384.0542455
1747779384.1435766
1747779384.3276114
1747779384.3979282
1747779384.441383
1747779384.4936087
1747779384.5491712
1747779384.7380104
1747779384.78425
1747779384.8373144
1747779384.8839808
1747779384.9347696
1747779384.9800558
1747779385.013536
1747779385.0467715
1747779385.083357
1747779385.1330867
1747779385.1742043
1747779385.221934
1747779385.2780063
1747779385.340134
1747779385.4060273
1747779385.4640555
1747779385.5217729
1747779385.553004
1747779385.5876958
1747779385.6301916
1747779385.7540596
1747779385.81969
1747779385.865833
1747779385.9133315
1747779385.9988499
1747779386.038105
1747779386.0717566
1747779386.1114385
1747779386.1530428
1747779386.2598855
1747779386.3487527
1747779386.4279947
1747779386.502312
1747779386.605148
1747779386.6676393
1747779386.737166
1747779386.7769134
1747779386.8386693
1747779386.8853295
1747779386.9281344
1747779387.0152245
1747779387.0472698
1747779387.1031096
1747779387.139294
1747779387.171548
1747779387.1973739
1747779387.2453156
1747779387.288742
1747779387.3235452
1747779387.3649423
1747779387.4165475
1747779387.511472
1747779387.5700018
1747779387.6149423
1747779387.6853104
1747779387.7908423
1747779387.8364873
1747779387.8867455
1747779387.9552667
1747779388.0169888
1747779388.227709
1747779388.2875185
1747779388.3338463
1747779388.394669
1747779388.4511416
1747779388.7171392
1747779388.7447972
1747779388.7774339
1747779388.8102884
1747779388.8428211
1747779389.0174775
1747779389.05662
1747779389.10683
1747779389.1449745
1747779389.1761017
1747779389.213014
1747779389.2516117
1747779389.2982795
1747779389.3410654
1747779389.3814847
1747779389.6192749
1747779389.6666715
1747779389.7048218
1747779389.756842
1747779389.792123
1747779390.0471468
1747779390.0817564
1747779390.1300826
1747779390.1626756
1747779390.1976192
1747779390.232469
1747779390.2620175
1747779390.308314
1747779390.33754
1747779390.393587
1747779390.4987195
1747779390.565978
1747779390.621446
1747779390.703136
1747779390.7591317
1747779390.8403516
1747779390.8831136
1747779390.9127467
1747779390.9455376
1747779390.9897523
1747779391.0512755
1747779391.1173463
1747779391.167431
1747779391.2187304
1747779391.2748137
1747779391.3094747
1747779391.346567
1747779391.416563
1747779391.4709315
1747779391.5464747
1747779391.603245
1747779391.6518478
1747779391.7108471
1747779391.7937212
1747779391.8423655
1747779391.8873794
1747779391.9259412
1747779391.9812815
1747779392.024084
1747779392.0731707
1747779392.1236687
1747779392.1549475
1747779392.1865027
1747779392.2284172
1747779392.272467
1747779392.3094735
1747779392.3458264
1747779392.380993
1747779392.4285035
1747779392.4734304
1747779392.5077395
1747779392.5424068
1747779392.5781748
1747779392.6174755
1747779392.694175
1747779392.7784996
1747779392.8582728
1747779392.9103155
1747779392.9640331
1747779393.0180883
1747779393.070362
1747779393.1233292
1747779393.2109008
1747779393.2897398
