image,pose_timestamp,pos_x,pos_y,ori_w,keep
frame_0005_1747779381257276631.png,1747779381.2572768,7.39661214269517,9.095569178514843,0.0231581509574243,no
frame_0006_1747779381453517030.png,1747779381.4535172,7.39531963309666,9.093528736578564,0.0223734603372141,no
frame_0007_1747779381471714675.png,1747779381.4717147,7.3955228478837425,9.093766060770804,0.0223727692102183,no
frame_0008_1747779381515875032.png,1747779381.515875,7.396015993722556,9.094341980660952,0.0223710920369823,no
frame_0009_1747779381570772708.png,1747779381.570773,7.396629046030346,9.09505793320474,0.0223690070656777,no
frame_0010_1747779381697097688.png,1747779381.6970978,7.3970062970832915,9.097642728081684,0.0224295605504355,no
frame_0011_1747779381736656017.png,1747779381.7366562,7.40032153022059,9.102140634921886,0.0227012894137974,no
frame_0012_1747779381770403283.png,1747779381.7704034,7.400464195042028,9.1039753509358,0.0225243543348942,no
frame_0013_1747779381808845377.png,1747779381.8088455,7.398916683013837,9.105565071977551,0.0222852538081041,no
frame_0014_1747779381869934248.png,1747779381.8699346,7.395977080302021,9.10794375398439,0.0222362628950758,no
frame_0015_1747779382088566155.png,1747779382.0885663,7.386196299760099,9.1018817558148,0.020807047452361,no
frame_0016_1747779382134176446.png,1747779382.1341767,7.384155856884146,9.100617116359272,0.0205088879695069,no
frame_0017_1747779382168693031.png,1747779382.168693,7.387024864490056,9.099683322706936,0.0212774319873315,no
frame_0018_1747779382214203481.png,1747779382.2142036,7.386085331971861,9.099364448237424,0.0219597351500671,no
frame_0020_1747779382503468797.png,1747779382.503469,7.39869356832491,9.09073901948822,0.0229075841396129,no
frame_0021_1747779382525657872.png,1747779382.525658,7.397579475036255,9.091438601442889,0.0237159059825354,no
frame_0022_1747779382577654784.png,1747779382.5776548,7.397470522646982,9.093962587778568,0.0187217927613168,no
frame_0023_1747779382605366440.png,1747779382.6053667,7.397243499497648,9.095231408068631,0.016487361628235,no
frame_0025_1747779382906750240.png,1747779382.9067502,7.384957031379359,9.094579807314744,0.0233294501020506,no
frame_0026_1747779382924139814.png,1747779382.92414,7.384641998804497,9.094935584109445,0.0231607011382438,no
frame_0028_1747779383011716552.png,1747779383.0117166,7.3914247952874526,9.09636355034266,0.0238345627226432,no
frame_0029_1747779383072746061.png,1747779383.072746,7.397716917949666,9.092552503954977,0.0243817382099851,no
frame_0030_1747779383220780527.png,1747779383.2207806,7.392246089813617,9.092736387590753,0.0232814399942848,no
frame_0031_1747779383240076775.png,1747779383.240077,7.392017188752549,9.09050846760149,0.023889139704739,no
frame_0032_1747779383272643837.png,1747779383.272644,7.393779037879346,9.088809309352053,0.0246885760404378,no
frame_0033_1747779383292498683.png,1747779383.2924988,7.39590485959638,9.088782398489442,0.0250652206734641,no
frame_0034_1747779383323315968.png,1747779383.323316,7.395507208851511,9.09039118436906,0.0247524749619972,no
frame_0035_1747779383454310272.png,1747779383.4543104,7.400432535097929,9.092784314135567,0.0248067104250293,no
frame_0036_1747779383470475866.png,1747779383.470476,7.401045824615681,9.093041486330904,0.0247137966084832,no
frame_0038_1747779383496615539.png,1747779383.4966156,7.402054253966085,9.093394519515863,0.024534263397485,no
frame_0039_1747779383573002314.png,1747779383.5730023,7.391463102200502,9.096253527204189,0.0234486786178677,no
frame_0040_1747779384026671596.png,1747779384.0266716,7.388166047452444,9.097142162890195,0.0230431903432189,no
frame_0041_1747779384074550579.png,1747779384.0745506,7.387749495041334,9.099661256610036,0.0231821417038566,no
frame_0042_1747779384129238172.png,1747779384.1292384,7.387504048297599,9.098409297963414,0.0228334987032873,no
frame_0043_1747779384186036313.png,1747779384.1860363,7.386692254638998,9.099398143637591,0.0227622719033728,no
frame_0044_1747779384271297669.png,1747779384.271298,7.3851913490738035,9.102042935064045,0.0228027982198514,no
frame_0045_1747779384425164862.png,1747779384.425165,7.381234344500443,9.10556249340944,0.0226532880793771,no
frame_0046_1747779384469335778.png,1747779384.469336,7.38441824884482,9.104440180587998,0.0228577974057943,no
frame_0047_1747779384516068799.png,1747779384.516069,7.387399779577413,9.102369579716065,0.0232251247098187,no
frame_0048_1747779384557941166.png,1747779384.5579414,7.388972226647913,9.100469778210606,0.0236846788045897,no
frame_0049_1747779384597845002.png,1747779384.597845,7.387910646715003,9.100084727911216,0.0234935617288088,no
frame_0051_1747779384855097211.png,1747779384.8550973,7.3758560734681105,9.098931006125662,0.0223763561858494,no
frame_0052_1747779384880916945.png,1747779384.880917,7.375600332770013,9.098333653020845,0.021718180030949,no
frame_0053_1747779384910440522.png,1747779384.9104404,7.37570755802406,9.097284376403882,0.021574227421793,no
frame_0054_1747779384940558313.png,1747779384.9405584,7.375572314676492,9.096227442338126,0.021582727456488,no
frame_0055_1747779385164635294.png,1747779385.1646354,7.381981175240903,9.09192257326128,0.022465563247802,no
frame_0056_1747779385183825109.png,1747779385.1838253,7.383742046203891,9.090083455048388,0.0228337824948321,no
frame_0057_1747779385197307285.png,1747779385.1973076,7.386510563961314,9.08881138452166,0.0228667721239945,no
frame_0058_1747779385208889379.png,1747779385.2088895,7.388888838654411,9.087718621748712,0.0228951116208105,no
frame_0059_1747779385223168491.png,1747779385.2231686,7.391587471512972,9.08653768811412,0.0229450532502838,no
frame_0060_1747779385414932044.png,1747779385.414932,7.388047424939746,9.090314201016394,0.0236517363200369,no
frame_0061_1747779385439362549.png,1747779385.4393628,7.3856499467611645,9.08953260347772,0.0238010624361172,no
frame_0062_1747779385449805976.png,1747779385.4498062,7.384625093275691,9.089198492840596,0.0238648950882365,no
frame_0063_1747779385470522877.png,1747779385.4705229,7.383096741454937,9.08898940628396,0.0238762712238692,no
frame_0064_1747779385487827266.png,1747779385.4878273,7.382748868084219,9.089649714243173,0.0236736731563926,no
frame_0065_1747779385607943449.png,1747779385.6079435,7.386120597035735,9.095697698042104,0.0230675799553531,no
frame_0066_1747779385639767496.png,1747779385.6397676,7.386235979593825,9.098029949104076,0.0229696210186717,no
frame_0067_1747779385668056725.png,1747779385.668057,7.384857827305431,9.099103961893327,0.0228205853314847,no
frame_0068_1747779385701544244.png,1747779385.7015443,7.383226447345054,9.100375318445383,0.0226441651814726,no
frame_0069_1747779385735097491.png,1747779385.7350976,7.381591850062177,9.101649182300545,0.022467397104839,no
frame_0070_1747779385961475582.png,1747779385.9614756,7.373024481770603,9.09640600186915,0.0228933384031791,no
frame_0071_1747779385983914740.png,1747779385.9839149,7.370647572820737,9.095943832959785,0.0226868944106199,no
frame_0072_1747779386016830125.png,1747779386.0168302,7.371891019382847,9.096443003371512,0.0232383716281627,no
frame_0073_1747779386052874980.png,1747779386.052875,7.379665315828779,9.0953111863051,0.0241407454925039,no
frame_0074_1747779386095181622.png,1747779386.0951817,7.385138455256447,9.089738225595248,0.0243752854336431,no
frame_0075_1747779386300827835.png,1747779386.300828,7.380159172662761,9.090464869832996,0.0224773479249143,no
frame_0076_1747779386338948101.png,1747779386.3389482,7.38196784042595,9.091400881818997,0.0215913696442075,no
frame_0077_1747779386361653629.png,1747779386.3616536,7.383205453457373,9.091227946218508,0.0214828110568717,no
frame_0078_1747779386378603487.png,1747779386.3786037,7.38422032769499,9.090684424968115,0.0216395751711342,no
frame_0079_1747779386404627894.png,1747779386.404628,7.385778512387551,9.089849930938168,0.021880262572718,no
frame_0080_1747779386499982465.png,1747779386.4999826,7.388976843876506,9.08809831036359,0.022250645549377,no
frame_0081_1747779386539988638.png,1747779386.5399888,7.388182865723945,9.089648287822712,0.0223649032825721,no
frame_0082_1747779386554908780.png,1747779386.5549088,7.38784539573953,9.090274921664657,0.0224081724687872,no
frame_0083_1747779386576047573.png,1747779386.5760477,7.38736726248032,9.091162747234389,0.022469476993586,no
frame_0084_1747779386587254848.png,1747779386.587255,7.387113767672839,9.091633451096838,0.0225019791849987,no
frame_0085_1747779386756256232.png,1747779386.7562563,7.390279872107819,9.10164601486028,0.0223557548355844,no
frame_0086_1747779386775176700.png,1747779386.7751768,7.390461146557923,9.101521483401944,0.0225661445817464,no
frame_0087_1747779386796637096.png,1747779386.7966373,7.389844019210178,9.104700042449496,0.0223161960880902,no
frame_0089_1747779386865484247.png,1747779386.8654845,7.387741439034594,9.109352344304902,0.0214085742971629,no
frame_0090_1747779387089652267.png,1747779387.0896523,7.385065224911754,9.110701152337873,0.021596758019651,no
frame_0091_1747779387107190258.png,1747779387.1071904,7.385572777801157,9.111557040722206,0.0215215954337295,no
