image,pose_timestamp,pos_x,pos_y,ori_w,keep
frame_0123_1745869128166226650.png,1745869128.1662269,6.268452933983488,6.439094525536111,0.8195339978643204,yes
frame_0129_1745869139637309798.png,1745869139.6373098,6.541937466711548,6.33089934599637,0.8812994841558556,yes
frame_0134_1745869140950095208.png,1745869140.9500952,6.763665377813279,6.600988802515488,0.8767326362681931,yes
frame_0140_1745869145553848505.png,1745869145.5538487,7.136490262882368,7.104571174689415,0.8519171463685116,yes
frame_0144_1745869151870337953.png,1745869151.8703382,7.694744251702596,7.444217281231293,0.9638967878466164,yes
frame_0149_1745869153778687826.png,1745869153.778688,7.8656689885746545,7.496492544719701,0.9780908779570306,yes
frame_0154_1745869157962815581.png,1745869157.9628155,8.630416784135539,7.466641877671337,0.994680440133658,yes
frame_0164_1745869166110708261.png,1745869166.1107082,9.088835784475153,6.792123458339224,0.8829670880668117,yes
frame_0176_1745869173732471689.png,1745869173.732472,9.181311976486292,6.059535952692335,0.6813702696729423,yes
frame_0199_1745869196818588381.png,1745869196.8185885,8.30656960847126,5.672288177519488,0.4794179588752659,yes
frame_0204_1745869201324208610.png,1745869201.3242087,7.36574210371154,5.337379889720967,-0.002434598815954,yes
frame_0213_1745869208161549693.png,1745869208.1615496,6.95588250572729,5.4795387718275,-0.0654063078764977,yes
frame_0214_1745869211816237849.png,1745869211.816238,6.05378554411082,5.844544789813469,-0.2774010788608418,yes
frame_0224_1745869224090294757.png,1745869224.0902948,6.155631256828389,7.462847463887611,-0.8617481477511348,yes
frame_0229_1745869225364845497.png,1745869225.3648458,6.266910045779921,7.514215784327415,-0.8891934136573927,yes
frame_0253_1745869239600058797.png,1745869239.600059,6.447721590034947,7.735110187812861,-0.942296778526902,yes
frame_0269_1745869256058311074.png,1745869256.0583112,6.475839195444503,6.313659712234463,-0.8103202238002467,yes
